Price,Close
2018-01-03,-0.007022857666015625
2018-01-04,0.187530517578125
2018-01-05,0.46181488037110086
2018-01-08,-0.1523895263671946
2018-01-09,-0.004680633544921875
2018-01-10,-0.009380340576171875
2018-01-11,0.23207855224609375
2018-01-12,0.4243011474609304
2018-01-16,-0.2109832763671804
2018-01-17,0.6821670532226562
2018-01-18,0.03749847412109375
2018-01-19,-0.187530517578125
2018-01-22,-0.34224700927734375
2018-01-23,0.009368896484375
2018-01-24,-0.6610565185546875
2018-01-25,-0.7290420532226562
2018-01-26,0.09376907348632812
2018-01-29,-0.8321876525878906
2018-01-30,-0.23207473754882812
2018-01-31,0.10783004760742188
2018-02-01,0.08203887939453125
2018-02-02,-1.7065620422363352
2018-02-05,-0.9400177001953054
2018-02-06,1.5330963134765696
2018-02-07,-0.8181304931640696
2018-02-08,-1.0290756225585938
2018-02-09,0.44484329223633523
2018-02-12,1.4828643798828054
2018-02-13,0.3836555480957031
2018-02-14,0.7131843566894531
2018-02-15,1.322814941406257
2018-02-16,-0.13181304931641336
2018-02-20,-0.13652420043945312
2018-02-21,-0.18359375
2018-02-22,0.33658218383789773
2018-02-23,0.7061386108398366
2018-02-26,0.8167457580566406
2018-02-27,-0.13652801513671875
2018-02-28,-0.06354141235351562
2018-03-01,-0.7343673706054688
2018-03-02,0.2848052978515625
2018-03-05,0.14357757568359375
2018-03-06,-0.03530120849609375
2018-03-07,-0.3860206604003906
2018-03-08,0.4495697021484375
2018-03-09,0.7155418395996094
2018-03-12,0.40953826904296875
2018-03-13,-0.41188812255859375
2018-03-14,-0.3601226806640625
2018-03-15,0.049411773681640625
2018-03-16,-0.1482849121093679
2018-03-19,-0.6402168273925852
2018-03-20,-0.014129638671875
2018-03-21,-0.9344253540039062
2018-03-22,-0.5696144104003835
2018-03-23,-0.9203109741211009
2018-03-26,1.842987060546882
2018-03-27,-1.042705535888679
2018-03-28,-0.43780517578125
2018-03-29,0.3060035705566406
2018-04-02,-0.258930206298821
2018-04-03,0.4024925231933594
2018-04-04,0.7579002380370952
2018-04-05,0.280101776123054
2018-04-06,-1.0403518676757812
2018-04-09,0.39306640625
2018-04-10,0.753204345703125
2018-04-11,-0.19066238403320312
2018-04-12,0.40013885498046875
2018-04-13,0.13888168334960938
2018-04-16,0.25655364990234375
2018-04-17,0.569610595703125
2018-04-18,-0.09415435791015625
2018-04-19,-1.1862869262695312
2018-04-20,-1.66644287109375
2018-04-23,-0.11297988891601562
2018-04-24,-0.5413703918457031
2018-04-25,0.16710662841796875
2018-04-26,0.13417434692382812
2018-04-27,-0.4472160339355469
2018-04-30,0.6919975280761648
2018-05-01,0.903850555419929
2018-05-02,1.7582435607910156
2018-05-03,0.0753173828125
2018-05-04,1.6335067749023438
2018-05-07,0.3130455017089844
2018-05-08,0.20947647094726562
2018-05-09,0.3083534240722656
2018-05-10,0.6307868957519531
2018-05-11,-0.17011260986328125
2018-05-14,-0.103973388671875
2018-05-15,-0.4040336608886719
2018-05-16,0.4111289978027344
2018-05-17,-0.2811851501464844
2018-05-18,-0.1606597900390625
2018-05-21,0.3118858337402344
2018-05-22,-0.11104965209960938
2018-05-23,0.2835235595703125
2018-05-24,-0.049610137939453125
2018-05-25,0.10160064697265625
2018-05-29,-0.1606597900390625
2018-05-30,-0.09451675415039062
2018-05-31,-0.14885711669921875
2018-06-01,0.7962684631347656
2018-06-04,0.37569046020508523
2018-06-05,0.3497009277343679
2018-06-06,0.15830612182617188
2018-06-07,-0.12285995483398438
2018-06-08,-0.41587066650390625
2018-06-11,-0.11104583740234375
2018-06-12,0.24809646606445312
2018-06-13,-0.3733329772949219
2018-06-14,0.023639678955078125
2018-06-15,-0.46311187744140625
2018-06-18,-0.02362823486328125
2018-06-19,-0.7206687927246094
2018-06-20,0.19138717651367188
2018-06-21,-0.24571609497070312
2018-06-22,-0.12760543823242188
2018-06-25,-0.6497764587402415
2018-06-26,0.5340003967285227
2018-06-27,-0.0637969970703125
2018-06-28,0.3166046142578125
2018-06-29,-0.09213638305664062
2018-07-02,0.489105224609375
2018-07-03,-0.7702865600585938
2018-07-05,0.3496856689453125
2018-07-06,0.6072463989257741
2018-07-09,0.6167030334472727
2018-07-10,-0.05434417724609375
2018-07-11,-0.5836029052734375
2018-07-12,0.7442741394042969
2018-07-13,0.07088851928711648
2018-07-16,-0.0992279052734446
2018-07-17,0.12758255004882812
2018-07-18,-0.24810409545898438
2018-07-19,0.3497161865234375
2018-07-20,-0.103973388671875
2018-07-23,0.0401611328125
2018-07-24,0.3284416198730469
2018-07-25,0.43003082275390625
2018-07-26,-0.14413070678710938
2018-07-27,-0.7631912231445312
2018-07-30,-0.2528190612792969
2018-07-31,0.08977127075195312
2018-08-01,2.648731231689453
